CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
333,45,Male,13,101.33,One-Year,Fiber Optic,1317.29,Yes,Yes
334,38,Male,9,86.46,One-Year,DSL,778.14,Yes,Yes
335,54,Female,20,97.52,Month-to-Month,None,1950.3999999999999,No,Yes
336,43,Male,24,43.68,Month-to-Month,Fiber Optic,1048.32,Yes,Yes
337,36,Female,0,71.25,Two-Year,DSL,0.0,Yes,Yes
338,41,Female,3,61.61,Two-Year,DSL,184.82999999999998,Yes,Yes
339,49,Female,24,38.44,Month-to-Month,DSL,922.56,Yes,Yes
340,39,Male,21,73.75,Two-Year,DSL,1548.75,Yes,No
341,36,Male,67,112.87,Month-to-Month,Fiber Optic,7562.29,No,Yes
342,47,Male,28,33.61,One-Year,None,941.0799999999999,No,Yes
343,47,Female,60,56.23,One-Year,DSL,3373.7999999999997,Yes,No
344,39,Female,24,48.68,Two-Year,DSL,1168.32,Yes,No
345,40,Female,7,51.43,Two-Year,Fiber Optic,360.01,No,Yes
346,47,Female,2,111.76,Month-to-Month,None,223.52,No,Yes
347,30,Female,30,72.13,Two-Year,Fiber Optic,2163.8999999999996,Yes,No
348,30,Female,20,71.97,Month-to-Month,Fiber Optic,1439.4,No,Yes
349,37,Male,0,98.45,One-Year,Fiber Optic,0.0,Yes,Yes
350,42,Female,8,43.9,One-Year,DSL,351.2,Yes,Yes
351,48,Male,62,73.85,One-Year,DSL,4578.7,No,Yes
352,59,Female,13,68.7,Month-to-Month,None,893.1,No,Yes
353,53,Female,11,83.72,Two-Year,Fiber Optic,920.92,Yes,Yes
354,43,Female,12,119.96,Month-to-Month,Fiber Optic,1439.52,No,Yes
355,44,Male,4,99.25,Month-to-Month,None,397.0,No,Yes
356,34,Male,9,65.81,One-Year,Fiber Optic,592.29,No,Yes
357,44,Male,9,104.48,Month-to-Month,DSL,940.32,Yes,Yes
358,42,Male,1,45.36,Two-Year,Fiber Optic,45.36,Yes,Yes
359,48,Male,29,32.74,Month-to-Month,DSL,949.46,Yes,Yes
360,36,Female,10,48.4,Month-to-Month,DSL,484.0,Yes,Yes
361,50,Female,34,60.64,Two-Year,Fiber Optic,2061.76,Yes,No
362,60,Male,37,75.95,One-Year,None,2810.15,No,Yes
363,43,Male,4,85.36,Month-to-Month,None,341.44,No,Yes
364,49,Male,21,111.95,One-Year,Fiber Optic,2350.9500000000003,Yes,Yes
365,51,Female,12,75.89,One-Year,DSL,910.6800000000001,Yes,No
366,40,Female,42,75.11,One-Year,DSL,3154.62,Yes,No
367,47,Female,4,34.52,Month-to-Month,None,138.08,No,Yes
368,45,Female,22,33.14,Two-Year,Fiber Optic,729.08,No,Yes
369,45,Female,18,79.6,Two-Year,Fiber Optic,1432.8,No,Yes
370,37,Female,6,69.44,One-Year,None,416.64,No,Yes
371,45,Male,2,105.53,Month-to-Month,None,211.06,No,Yes
372,49,Female,21,44.46,Two-Year,None,933.66,No,Yes
373,59,Male,26,32.25,One-Year,DSL,838.5,Yes,No
374,54,Female,7,70.41,One-Year,None,492.87,No,Yes
375,66,Male,20,51.37,Month-to-Month,None,1027.3999999999999,No,Yes
376,37,Female,10,34.47,Two-Year,DSL,344.7,No,Yes
377,53,Female,24,95.21,One-Year,Fiber Optic,2285.04,Yes,No
378,46,Female,4,40.04,Month-to-Month,Fiber Optic,160.16,Yes,Yes
379,66,Female,44,84.75,Month-to-Month,None,3729.0,No,Yes
380,36,Male,6,55.29,Two-Year,DSL,331.74,No,Yes
381,36,Male,9,45.61,Month-to-Month,Fiber Optic,410.49,Yes,Yes
382,39,Male,1,64.18,Two-Year,DSL,64.18,Yes,Yes
383,23,Male,2,102.13,One-Year,None,204.26,No,Yes
384,39,Female,14,65.29,One-Year,DSL,914.0600000000001,Yes,No
385,37,Male,6,97.57,Month-to-Month,DSL,585.42,Yes,Yes
386,46,Female,36,41.29,Month-to-Month,Fiber Optic,1486.44,Yes,Yes
387,48,Female,0,99.55,Two-Year,None,0.0,No,Yes
388,63,Female,9,51.32,Month-to-Month,DSL,461.88,Yes,Yes
389,54,Male,8,90.97,One-Year,DSL,727.76,Yes,Yes
390,39,Female,0,80.92,Month-to-Month,None,0.0,No,Yes
391,36,Female,2,113.62,Month-to-Month,Fiber Optic,227.24,Yes,Yes
392,49,Female,10,64.86,Month-to-Month,None,648.6,No,Yes
393,31,Female,13,35.95,One-Year,DSL,467.35,Yes,No
394,63,Female,10,31.72,Two-Year,Fiber Optic,317.2,Yes,Yes
395,56,Male,15,104.42,Month-to-Month,DSL,1566.3,No,Yes
396,40,Female,18,77.23,Month-to-Month,DSL,1390.14,Yes,Yes
397,27,Male,0,99.77,Month-to-Month,Fiber Optic,0.0,Yes,Yes
398,58,Male,12,51.1,One-Year,Fiber Optic,613.2,No,Yes
399,43,Male,66,61.06,Month-to-Month,None,4029.96,No,Yes
400,57,Male,14,32.71,Two-Year,Fiber Optic,457.94,No,Yes
401,29,Male,22,116.53,One-Year,Fiber Optic,2563.66,Yes,Yes
402,39,Male,7,90.11,One-Year,Fiber Optic,630.77,Yes,Yes
403,45,Female,29,113.99,Month-to-Month,None,3305.71,No,Yes
404,45,Female,29,53.89,Two-Year,DSL,1562.81,Yes,No
405,40,Female,14,85.03,Month-to-Month,DSL,1190.42,Yes,Yes
406,51,Male,74,91.06,Month-to-Month,Fiber Optic,6738.4400000000005,No,Yes
407,34,Male,2,58.58,One-Year,Fiber Optic,117.16,Yes,Yes
408,43,Female,0,106.33,One-Year,DSL,0.0,Yes,Yes
409,46,Male,29,115.24,Month-to-Month,None,3341.96,No,Yes
410,50,Male,32,109.64,Month-to-Month,DSL,3508.48,No,Yes
411,52,Female,2,96.52,One-Year,None,193.04,No,Yes
412,33,Male,6,54.97,Month-to-Month,DSL,329.82,Yes,Yes
413,29,Female,0,55.35,Two-Year,Fiber Optic,0.0,Yes,Yes
414,57,Female,6,116.7,One-Year,None,700.2,No,Yes
415,48,Male,29,30.93,Month-to-Month,DSL,896.97,Yes,Yes
416,37,Male,14,94.44,Month-to-Month,None,1322.1599999999999,No,Yes
417,60,Female,8,93.56,Month-to-Month,Fiber Optic,748.48,No,Yes
418,46,Male,9,86.04,One-Year,None,774.36,No,Yes
419,56,Male,0,119.11,One-Year,Fiber Optic,0.0,No,Yes
420,45,Female,7,58.07,Month-to-Month,Fiber Optic,406.49,Yes,Yes
421,65,Male,20,60.6,One-Year,DSL,1212.0,Yes,No
422,62,Female,73,37.1,Two-Year,Fiber Optic,2708.3,Yes,No
423,42,Female,37,69.85,Month-to-Month,DSL,2584.45,Yes,Yes
424,54,Male,0,53.49,Two-Year,DSL,0.0,Yes,Yes
425,51,Male,45,60.9,Month-to-Month,DSL,2740.5,No,Yes
426,58,Male,30,105.11,Month-to-Month,Fiber Optic,3153.3,Yes,Yes
427,35,Male,30,114.19,Month-to-Month,None,3425.7,No,Yes
428,51,Male,12,46.72,Month-to-Month,DSL,560.64,Yes,Yes
429,55,Female,10,63.53,Month-to-Month,DSL,635.3,Yes,Yes
430,27,Male,7,113.58,Month-to-Month,Fiber Optic,795.06,Yes,Yes
431,33,Female,1,35.56,Two-Year,DSL,35.56,Yes,Yes
432,24,Female,5,38.31,Two-Year,DSL,191.55,Yes,Yes
433,42,Female,5,44.65,One-Year,DSL,223.25,No,Yes
434,52,Female,13,83.57,Month-to-Month,None,1086.4099999999999,No,Yes
435,60,Male,27,43.54,Month-to-Month,None,1175.58,No,Yes
436,45,Female,12,117.13,Month-to-Month,Fiber Optic,1405.56,Yes,Yes
437,61,Female,1,70.2,One-Year,Fiber Optic,70.2,No,Yes
438,31,Male,63,75.14,Two-Year,Fiber Optic,4733.82,Yes,No
439,27,Male,57,52.2,Month-to-Month,Fiber Optic,2975.4,Yes,Yes
440,44,Female,30,72.39,Month-to-Month,Fiber Optic,2171.7,Yes,Yes
441,48,Male,94,89.57,One-Year,Fiber Optic,8419.58,No,Yes
442,44,Male,15,97.61,Month-to-Month,DSL,1464.15,Yes,Yes
443,24,Male,65,97.85,Month-to-Month,DSL,6360.25,Yes,Yes
444,44,Male,1,82.01,One-Year,Fiber Optic,82.01,No,Yes
445,31,Female,9,111.39,One-Year,None,1002.51,No,Yes
446,51,Female,5,103.57,Month-to-Month,Fiber Optic,517.8499999999999,Yes,Yes
447,48,Female,4,98.13,Month-to-Month,None,392.52,No,Yes
448,35,Male,3,35.0,Two-Year,None,105.0,No,Yes
449,39,Male,19,30.62,Month-to-Month,DSL,581.78,Yes,Yes
450,34,Female,30,49.12,Month-to-Month,Fiber Optic,1473.6,No,Yes
451,44,Male,17,89.72,Month-to-Month,Fiber Optic,1525.24,Yes,Yes
452,54,Male,3,67.01,Month-to-Month,None,201.03000000000003,No,Yes
453,35,Female,33,66.22,Month-to-Month,None,2185.2599999999998,No,Yes
454,50,Male,20,109.61,Two-Year,Fiber Optic,2192.2,Yes,Yes
455,39,Female,9,110.6,Month-to-Month,DSL,995.4,Yes,Yes
456,37,Male,22,111.83,Month-to-Month,None,2460.2599999999998,No,Yes
457,43,Male,6,58.25,One-Year,DSL,349.5,Yes,Yes
458,34,Male,8,92.2,One-Year,None,737.6,No,Yes
459,39,Female,49,54.45,Two-Year,None,2668.05,No,Yes
460,33,Female,6,47.15,Two-Year,Fiber Optic,282.9,Yes,Yes
461,64,Female,12,46.62,Month-to-Month,Fiber Optic,559.4399999999999,No,Yes
462,45,Female,44,60.79,One-Year,Fiber Optic,2674.7599999999998,Yes,No
463,38,Male,24,68.7,Month-to-Month,Fiber Optic,1648.8000000000002,No,Yes
464,47,Female,1,104.79,Two-Year,Fiber Optic,104.79,Yes,Yes
465,43,Male,3,40.79,Month-to-Month,None,122.37,No,Yes
466,42,Female,0,96.14,Two-Year,None,0.0,No,Yes
467,51,Male,19,77.83,One-Year,None,1478.77,No,Yes
468,52,Female,11,55.92,Month-to-Month,DSL,615.12,Yes,Yes
469,39,Male,2,74.35,One-Year,None,148.7,No,Yes
470,39,Male,63,56.99,Two-Year,None,3590.3700000000003,No,Yes
471,42,Female,15,83.65,Two-Year,DSL,1254.75,No,Yes
472,21,Male,5,69.05,Month-to-Month,DSL,345.25,Yes,Yes
473,29,Male,13,44.8,One-Year,DSL,582.4,No,Yes
474,58,Male,22,40.49,Month-to-Month,None,890.7800000000001,No,Yes
475,61,Male,1,79.2,Month-to-Month,Fiber Optic,79.2,Yes,Yes
476,42,Female,6,111.22,Month-to-Month,None,667.3199999999999,No,Yes
477,50,Female,32,60.96,Month-to-Month,DSL,1950.72,Yes,Yes
478,48,Female,12,95.97,Two-Year,None,1151.6399999999999,No,Yes
479,75,Female,15,89.28,Month-to-Month,DSL,1339.2,Yes,Yes
480,56,Male,11,113.84,Two-Year,Fiber Optic,1252.24,Yes,Yes
481,43,Female,0,103.89,Month-to-Month,Fiber Optic,0.0,No,Yes
482,35,Male,3,80.99,Month-to-Month,DSL,242.96999999999997,Yes,Yes
483,28,Male,11,89.13,Month-to-Month,None,980.43,No,Yes
484,47,Female,4,110.85,Month-to-Month,DSL,443.4,Yes,Yes
485,37,Male,1,65.96,Month-to-Month,Fiber Optic,65.96,Yes,Yes
486,30,Female,37,59.41,Month-to-Month,Fiber Optic,2198.17,Yes,Yes
487,38,Male,79,30.97,One-Year,Fiber Optic,2446.63,Yes,No
488,34,Female,31,104.39,Month-to-Month,DSL,3236.09,Yes,Yes
489,61,Female,38,102.09,Month-to-Month,DSL,3879.42,No,Yes
490,53,Female,5,39.4,Month-to-Month,None,197.0,No,Yes
491,44,Female,64,81.92,Two-Year,DSL,5242.88,No,Yes
492,59,Female,4,71.76,Two-Year,None,287.04,No,Yes
493,45,Male,60,40.68,Month-to-Month,None,2440.8,No,Yes
494,36,Female,105,118.25,Month-to-Month,DSL,12416.25,Yes,Yes
495,60,Male,24,49.32,Month-to-Month,DSL,1183.68,No,Yes
496,50,Female,79,36.05,Two-Year,Fiber Optic,2847.95,Yes,No
497,34,Female,16,83.54,Month-to-Month,None,1336.64,No,Yes
498,43,Female,6,96.5,Month-to-Month,None,579.0,No,Yes
499,36,Male,11,32.92,Month-to-Month,Fiber Optic,362.12,Yes,Yes
500,31,Male,18,89.28,Month-to-Month,None,1607.04,No,Yes
501,54,Female,1,77.91,Month-to-Month,DSL,77.91,No,Yes
502,64,Male,19,39.29,One-Year,None,746.51,No,Yes
503,31,Male,79,45.53,Month-to-Month,None,3596.87,No,Yes
504,50,Male,4,81.12,One-Year,DSL,324.48,Yes,Yes
505,38,Female,31,56.67,Month-to-Month,DSL,1756.77,Yes,Yes
506,40,Female,47,114.45,Month-to-Month,DSL,5379.150000000001,Yes,Yes
507,39,Male,57,103.69,Two-Year,DSL,5910.33,Yes,Yes
508,36,Male,64,118.52,Month-to-Month,None,7585.28,No,Yes
509,45,Male,14,53.37,Two-Year,Fiber Optic,747.18,Yes,No
510,36,Female,75,117.28,One-Year,DSL,8796.0,No,Yes
511,47,Female,28,68.81,Month-to-Month,Fiber Optic,1926.68,No,Yes
512,44,Male,3,61.28,Two-Year,None,183.84,No,Yes
513,42,Male,12,34.53,Month-to-Month,Fiber Optic,414.36,Yes,Yes
514,35,Male,25,34.75,Two-Year,Fiber Optic,868.75,Yes,No
515,39,Female,5,92.28,Month-to-Month,DSL,461.4,No,Yes
516,52,Female,20,71.21,Two-Year,None,1424.1999999999998,No,Yes
517,50,Male,21,50.39,Month-to-Month,None,1058.19,No,Yes
518,35,Male,3,85.26,One-Year,DSL,255.78000000000003,No,Yes
519,45,Male,16,52.76,One-Year,DSL,844.16,Yes,No
520,52,Female,29,81.99,Two-Year,DSL,2377.71,Yes,No
521,28,Male,13,62.33,Two-Year,DSL,810.29,Yes,No
522,50,Female,0,104.12,Two-Year,Fiber Optic,0.0,No,Yes
523,38,Female,0,103.86,Two-Year,None,0.0,No,Yes
524,50,Male,8,72.96,Month-to-Month,Fiber Optic,583.68,No,Yes
525,37,Male,52,61.57,Month-to-Month,None,3201.64,No,Yes
526,26,Male,5,62.63,Month-to-Month,Fiber Optic,313.15000000000003,Yes,Yes
527,28,Female,20,102.51,Month-to-Month,None,2050.2000000000003,No,Yes
528,45,Female,5,59.54,Month-to-Month,None,297.7,No,Yes
529,47,Female,7,48.82,One-Year,DSL,341.74,Yes,Yes
530,35,Female,37,37.62,Month-to-Month,Fiber Optic,1391.9399999999998,No,Yes
531,51,Male,26,72.0,One-Year,Fiber Optic,1872.0,Yes,No
532,28,Female,2,73.39,Month-to-Month,DSL,146.78,Yes,Yes
533,44,Female,11,105.68,Month-to-Month,Fiber Optic,1162.48,Yes,Yes
534,32,Male,0,49.91,One-Year,Fiber Optic,0.0,Yes,Yes
535,38,Female,13,64.29,One-Year,None,835.7700000000001,No,Yes
536,45,Female,21,102.76,One-Year,Fiber Optic,2157.96,Yes,Yes
537,36,Female,2,104.13,One-Year,None,208.26,No,Yes
538,41,Female,6,64.61,Month-to-Month,Fiber Optic,387.65999999999997,No,Yes
539,55,Female,10,71.32,One-Year,None,713.1999999999999,No,Yes
540,39,Female,50,57.3,Month-to-Month,Fiber Optic,2865.0,Yes,Yes
541,53,Male,99,113.93,Month-to-Month,None,11279.070000000002,No,Yes
542,33,Male,0,40.68,Month-to-Month,Fiber Optic,0.0,Yes,Yes
543,50,Female,28,114.04,Month-to-Month,Fiber Optic,3193.1200000000003,Yes,Yes
544,59,Male,9,91.55,Month-to-Month,Fiber Optic,823.9499999999999,No,Yes
545,20,Male,9,77.84,Two-Year,Fiber Optic,700.5600000000001,No,Yes
546,37,Male,28,32.94,Two-Year,DSL,922.3199999999999,Yes,No
547,50,Male,50,72.8,Month-to-Month,DSL,3640.0,Yes,Yes
548,42,Female,60,66.7,Month-to-Month,DSL,4002.0,Yes,Yes
549,48,Female,17,44.51,Month-to-Month,None,756.67,No,Yes
550,38,Male,8,89.08,Month-to-Month,DSL,712.64,Yes,Yes
551,45,Male,30,117.4,Two-Year,DSL,3522.0,Yes,Yes
552,43,Male,5,80.6,Month-to-Month,None,403.0,No,Yes
553,56,Female,16,94.33,One-Year,Fiber Optic,1509.28,Yes,No
554,47,Female,8,36.16,Month-to-Month,Fiber Optic,289.28,Yes,Yes
555,48,Male,21,67.59,Two-Year,DSL,1419.39,Yes,No
556,40,Female,5,40.47,Month-to-Month,None,202.35,No,Yes
557,40,Female,4,85.15,One-Year,None,340.6,No,Yes
558,40,Female,50,114.46,Month-to-Month,None,5723.0,No,Yes
559,48,Female,2,89.56,One-Year,Fiber Optic,179.12,Yes,Yes
560,40,Male,14,36.91,Month-to-Month,None,516.74,No,Yes
561,47,Female,4,61.92,Month-to-Month,DSL,247.68,Yes,Yes
562,65,Male,0,79.56,Two-Year,DSL,0.0,Yes,Yes
563,53,Female,0,66.29,Two-Year,DSL,0.0,No,Yes
564,41,Female,3,105.03,Two-Year,Fiber Optic,315.09000000000003,Yes,Yes
565,57,Female,40,103.32,One-Year,Fiber Optic,4132.799999999999,Yes,Yes
566,40,Female,6,85.06,Two-Year,Fiber Optic,510.36,No,Yes
567,24,Male,60,63.61,Month-to-Month,DSL,3816.6,No,Yes
568,34,Female,17,52.98,Month-to-Month,Fiber Optic,900.66,Yes,Yes
569,26,Female,11,39.53,Month-to-Month,None,434.83000000000004,No,Yes
570,41,Female,17,61.94,One-Year,Fiber Optic,1052.98,Yes,No
571,45,Male,14,67.19,Month-to-Month,None,940.66,No,Yes
572,61,Male,28,90.82,Month-to-Month,DSL,2542.96,Yes,Yes
573,48,Male,6,89.23,One-Year,None,535.38,No,Yes
574,42,Female,8,36.31,Two-Year,Fiber Optic,290.48,No,Yes
575,53,Female,44,65.57,Month-to-Month,DSL,2885.08,Yes,Yes
576,22,Male,58,46.36,Month-to-Month,DSL,2688.88,Yes,Yes
577,47,Female,44,44.11,Month-to-Month,Fiber Optic,1940.84,Yes,Yes
578,52,Female,10,104.46,Month-to-Month,None,1044.6,No,Yes
579,30,Female,30,33.77,Month-to-Month,Fiber Optic,1013.1000000000001,No,Yes
580,56,Female,12,67.73,One-Year,DSL,812.76,Yes,No
581,48,Female,13,45.14,One-Year,None,586.82,No,Yes
582,40,Female,4,109.14,One-Year,Fiber Optic,436.56,Yes,Yes
583,51,Male,17,80.13,Month-to-Month,Fiber Optic,1362.21,No,Yes
584,67,Female,4,50.82,Two-Year,Fiber Optic,203.28,Yes,Yes
585,46,Female,8,75.22,Month-to-Month,DSL,601.76,No,Yes
586,47,Female,38,95.83,Month-to-Month,Fiber Optic,3641.54,Yes,Yes
587,40,Female,4,116.23,Two-Year,Fiber Optic,464.92,Yes,Yes
588,36,Female,1,49.84,Month-to-Month,None,49.84,No,Yes
589,53,Male,1,109.76,Month-to-Month,Fiber Optic,109.76,No,Yes
590,36,Male,56,114.09,Two-Year,Fiber Optic,6389.04,No,Yes
591,45,Male,14,112.48,Month-to-Month,Fiber Optic,1574.72,Yes,Yes
592,40,Male,10,87.19,One-Year,None,871.9,No,Yes
593,49,Female,33,86.68,Month-to-Month,None,2860.44,No,Yes
594,48,Female,36,66.29,One-Year,Fiber Optic,2386.44,Yes,No
595,55,Male,8,97.72,Month-to-Month,None,781.76,No,Yes
596,39,Male,23,77.82,Month-to-Month,Fiber Optic,1789.86,No,Yes
597,42,Female,29,90.97,One-Year,Fiber Optic,2638.13,No,Yes
598,35,Male,21,68.56,Month-to-Month,DSL,1439.76,Yes,Yes
599,40,Female,3,95.83,Month-to-Month,Fiber Optic,287.49,Yes,Yes
600,48,Female,41,104.2,Month-to-Month,DSL,4272.2,No,Yes
601,52,Female,15,43.18,Month-to-Month,None,647.7,No,Yes
602,35,Male,6,104.96,Month-to-Month,Fiber Optic,629.76,Yes,Yes
603,53,Male,11,78.63,Month-to-Month,None,864.93,No,Yes
604,58,Female,0,106.02,Two-Year,Fiber Optic,0.0,Yes,Yes
605,49,Female,2,68.82,Month-to-Month,Fiber Optic,137.64,Yes,Yes
606,63,Male,29,64.11,Month-to-Month,Fiber Optic,1859.19,Yes,Yes
607,37,Female,0,112.36,Month-to-Month,DSL,0.0,Yes,Yes
608,32,Male,10,52.61,Month-to-Month,Fiber Optic,526.1,Yes,Yes
609,27,Female,14,105.98,Two-Year,DSL,1483.72,Yes,Yes
610,59,Male,1,73.56,Month-to-Month,Fiber Optic,73.56,Yes,Yes
611,51,Female,72,76.27,Two-Year,Fiber Optic,5491.44,Yes,No
612,44,Male,5,57.76,Month-to-Month,None,288.8,No,Yes
613,47,Male,7,81.57,One-Year,DSL,570.99,No,Yes
614,33,Male,7,59.27,One-Year,DSL,414.89000000000004,Yes,Yes
615,69,Male,5,33.53,Two-Year,Fiber Optic,167.65,Yes,Yes
616,46,Female,0,54.48,One-Year,None,0.0,No,Yes
617,46,Female,26,30.57,One-Year,None,794.82,No,Yes
618,52,Male,68,118.05,Month-to-Month,Fiber Optic,8027.4,Yes,Yes
619,49,Male,5,116.92,Month-to-Month,Fiber Optic,584.6,Yes,Yes
620,47,Female,21,65.56,Two-Year,DSL,1376.76,Yes,No
621,37,Female,27,95.55,Month-to-Month,None,2579.85,No,Yes
622,49,Female,37,61.12,Month-to-Month,Fiber Optic,2261.44,No,Yes
623,63,Male,10,90.4,One-Year,DSL,904.0,Yes,Yes
624,58,Male,7,102.49,Month-to-Month,Fiber Optic,717.43,Yes,Yes
625,60,Female,7,115.21,Two-Year,DSL,806.4699999999999,No,Yes
626,39,Male,24,66.02,One-Year,None,1584.48,No,Yes
627,35,Female,33,100.5,One-Year,DSL,3316.5,Yes,Yes
628,43,Male,4,53.93,Two-Year,Fiber Optic,215.72,Yes,Yes
629,45,Female,9,119.13,Month-to-Month,DSL,1072.17,Yes,Yes
630,55,Male,46,32.32,Month-to-Month,None,1486.72,No,Yes
631,28,Female,32,84.32,Month-to-Month,None,2698.24,No,Yes
632,60,Female,83,89.36,Month-to-Month,Fiber Optic,7416.88,Yes,Yes
633,43,Female,28,91.92,One-Year,Fiber Optic,2573.76,Yes,No
634,40,Male,9,40.83,Two-Year,None,367.46999999999997,No,Yes
635,34,Female,17,114.47,Month-to-Month,DSL,1945.99,Yes,Yes
636,28,Female,21,46.31,Month-to-Month,Fiber Optic,972.51,Yes,Yes
637,53,Female,1,86.05,Two-Year,DSL,86.05,Yes,Yes
638,45,Female,15,50.04,Month-to-Month,None,750.6,No,Yes
639,32,Female,24,57.65,Month-to-Month,Fiber Optic,1383.6,No,Yes
640,32,Female,3,79.18,Month-to-Month,None,237.54000000000002,No,Yes
641,41,Male,30,67.55,Two-Year,Fiber Optic,2026.5,Yes,No
642,61,Female,17,44.42,One-Year,DSL,755.14,No,Yes
643,42,Female,60,45.38,One-Year,DSL,2722.8,Yes,No
644,29,Male,0,67.63,Two-Year,DSL,0.0,Yes,Yes
645,42,Male,6,98.16,Month-to-Month,Fiber Optic,588.96,No,Yes
646,42,Male,18,110.82,Month-to-Month,DSL,1994.7599999999998,No,Yes
647,18,Female,7,37.57,Two-Year,DSL,262.99,Yes,Yes
648,44,Female,25,65.38,Month-to-Month,None,1634.5,No,Yes
649,42,Female,28,39.02,One-Year,None,1092.5600000000002,No,Yes
650,51,Female,2,31.49,Two-Year,Fiber Optic,62.98,No,Yes
651,63,Male,14,89.55,One-Year,Fiber Optic,1253.7,Yes,No
652,56,Male,14,84.22,One-Year,DSL,1179.08,Yes,No
653,42,Male,9,44.67,Two-Year,Fiber Optic,402.03000000000003,No,Yes
654,33,Male,54,51.04,Two-Year,None,2756.16,No,Yes
655,70,Male,35,32.13,Month-to-Month,DSL,1124.5500000000002,No,Yes
656,45,Male,23,105.15,Month-to-Month,DSL,2418.4500000000003,Yes,Yes
657,45,Female,25,117.72,Month-to-Month,None,2943.0,No,Yes
658,44,Female,12,42.19,One-Year,Fiber Optic,506.28,Yes,No
659,46,Female,50,50.83,Month-to-Month,DSL,2541.5,No,Yes
660,43,Female,23,108.16,One-Year,Fiber Optic,2487.68,Yes,Yes
661,39,Female,26,113.38,Month-to-Month,Fiber Optic,2947.88,Yes,Yes
662,39,Male,39,67.77,One-Year,Fiber Optic,2643.0299999999997,Yes,No
663,44,Female,6,34.56,Month-to-Month,None,207.36,No,Yes
664,39,Female,32,33.55,One-Year,None,1073.6,No,Yes
665,37,Male,4,81.66,One-Year,Fiber Optic,326.64,Yes,Yes
666,46,Male,8,65.36,Month-to-Month,None,522.88,No,Yes
